"Month","Year","Farm_Operator","Product_Name","EPA_Reg_No","Total_Used_Gallons","Total_Used_Pounds","Primary_Chemical","Primary_Pounds_Used","Secondary_Chemical","Secondary_Pounds_Used","Tertiary_Chemical","Tertiary_Pounds_Used","Total_area_applied_to","Field_area_applied_to"
12,2015,"BASF Plant Science","Baythroid XL","264-840",0.159,NA,"β-cyfluthrin",0.159,"0",NA,"0",NA,7.25,7.25
12,2015,"BASF Plant Science","Lorsban Advanced","62719-591",0.5,NA,"chlorpyrifos",1.878,"0",NA,"0",NA,2,2
12,2015,"BASF Plant Science","MUSTANG INSECTICIDE *","279-3126",0.469,NA,"zeta-cypermethrin",0.704,"0",NA,"0",NA,15.01,15.01
12,2015,"BASF Plant Science","WARRIOR II WITH ZEON TECHNOLOGY *","100-1295",0.052,NA,"lambda-cyhalothrin",0.108,"0",NA,"0",NA,3.47,3.46
12,2015,"Syngenta","AATREX NINE-O *","100-585",NA,10.85,"atrazine",9.55,"0",NA,"0",NA,21.7,21.7
12,2015,"Syngenta","AATREX NINE-O *","100-585",NA,20.5,"atrazine",18.04,"0",NA,"0",NA,20.5,20.5
12,2015,"Syngenta","ATRAZINE 4L HERBICIDE *","34704-69",16.76,NA,"atrazine",67.04,"0",NA,"0",NA,67.05,67.05
12,2015,"Syngenta","BAYTHROID XL *","264-840",0.03,NA,"β-cyfluthrin",0.03,"0",NA,"0",NA,1.3,1.3
12,2015,"Syngenta","BESIEGE INSECTICIDE *","100-1402",5.03,NA,"lambda-cyhalothrin",2.1,"chlorantraniliprole",4.2,"0",NA,64.33,64.33
12,2015,"Syngenta","CALLISTO HERBICIDE (For Experimental Use Only) *","100-EUP-114",0.56,NA,"mesotrione",2.24,"0",NA,"0",NA,3,3
12,2015,"Syngenta","DUAL II MAGNUM *","100-818",1.69,NA,"s-metolachlor",12.91,"0",NA,"0",NA,27.03,27.03
12,2015,"Syngenta","DUAL II MAGNUM *","100-818",1.88,NA,"s-metolachlor",14.36,"0",NA,"0",NA,12.03,12.03
12,2015,"Syngenta","FORCE 3G INSECTICIDE *","100-1075",NA,217.15,"tefluthrin",6.51,"0",NA,"0",NA,43.43,43.43
12,2015,"Syngenta","LORSBAN ADVANCED*","62719-591",20.39,NA,"chlorpyrifos",76.56,"0",NA,"0",NA,81.56,79.4
12,2015,"Syngenta","LUMAX EZ HERBICIDE *","100-1442",48.15,NA,"s-metolachlor",119.9,"atrazine",45.02,"mesotrine",12,64.2,64.2
12,2015,"Syngenta","MUSTANG INSECTICIDE *","279-3126",0.35,NA,"zeta-cypermethrin",0.53,"0",NA,"0",NA,11.2,11.2
12,2015,"Syngenta","PERMETHRIN *","34704-873",1.87,NA,"permethrin",6,"0",NA,"0",NA,39.98,39.98
12,2015,"Syngenta","WARRIOR II WITH ZEON TECHNOLOGY *","100-1295",0.97,NA,"lambda-cyhalothrin",2,"0",NA,"0",NA,77.7,77.7
12,2015,"DuPont Pioneer","DUPONT CORAGEN INSECT CONTROL*","352-729",0.307,NA,"chlorantraniliprole",0.513,"0",NA,"0",NA,7.86,7.86
12,2015,"DuPont Pioneer","DUAL II MAGNUM *","100-818",0.1578,NA,"s-metolachlor",1.2057,"0",NA,"0",NA,0.63,0.63
12,2015,"DuPont Pioneer","FORCE 3G SMARTBOX INSECTICIDE *","100-1075-5481",NA,19.487,"tefluthrin",0.585,"0",NA,"0",NA,3.58,3.58
12,2015,"Dow AgroSciences","DU PONT ASANA XL INSECTICIDE *","352-515",5.8,NA,"esfenvalerate",3.9,"0",NA,"0",NA,85.5,81.5
12,2015,"Dow AgroSciences","ATRAZINE 4L HERBICIDE *","34704-69",16.2,NA,"atrazine",64.7,"0",NA,"0",NA,64.7,58.7
12,2015,"Dow AgroSciences","BAYTHROID XL *","264-840",0.9,NA,"β-cyfluthrin",0.9,"0",NA,"0",NA,41.2,41.2
12,2015,"Dow AgroSciences","COBALT ADVANCED *","62719-615",7.5,NA,"chlorpyrifos",18.7,"lambda-cyhalothrin",1,"0",NA,36.8,36.8
12,2015,"Dow AgroSciences","DUPONT CORAGEN INSECT CONTROL*","352-729",5,NA,"chlorantraniliprole",8.3,"0",NA,"0",NA,126.8,116
12,2015,"Dow AgroSciences","LORSBAN ADVANCED*","62719-591",8.4,NA,"chlorpyrifos",31.4,"0",NA,"0",NA,33.4,33.4
12,2015,"Dow AgroSciences","PERMETHRIN *","34704-873",1.7,NA,"permethrin",5.4,"0",NA,"0",NA,27,27
12,2015,"Dow AgroSciences","WARRIOR II WITH ZEON TECHNOLOGY *","100-1295",0.3,NA,"lambda-cyhalothrin",0.6,"0",NA,"0",NA,23.9,23.9
12,2015,"Kaua'i Coffee Co. LLC","GRAMOXONE SL 2.0 *","100-1431",16,NA,"paraquat dichloride",32,"",NA,"",NA,52.72,52.72
1,2016,"BASF Plant Science","BAYTHROID XL *","264-840",0.328,0.328,"β-cyfluthrin",NA,"0",NA,"0",NA,15,10
1,2016,"BASF Plant Science","BESIEGE INSECTICIDE *","100-1402",0.014,NA,"lambda-cyhalothrin",0.006,"chlorantraniliprole",0.012,"0",NA,0.2,0.2
1,2016,"BASF Plant Science","MUSTANG INSECTICIDE *","279-3126",0.438,0.657,"zeta-cypermethrin",NA,"0",NA,"0",NA,14.08,10.83
1,2016,"BASF Plant Science","SNIPER *","34704-858",0.028,0.056,"bifenthrin",NA,"0",NA,"0",NA,0.8,0.8
1,2016,"BASF Plant Science","PERMETHRIN *","34704-873",0.234,0.749,"permethrin",NA,"0",NA,"0",NA,5,5
1,2016,"BASF Plant Science","WARRIOR II WITH ZEON TECHNOLOGY *","100-1295",0.017,0.354,"lambda-cyhalothrin",NA,"0",NA,"0",NA,1.1,1.1
1,2016,"Syngenta","AATREX NINE-O *","100-585",NA,0.6,"atrazine",0.53,"0",NA,"0",NA,0.6,0.6
1,2016,"Syngenta","BAYTHROID XL *","264-840",0.42,NA,"β-cyfluthrin",0.42,"0",NA,"0",NA,21.3,21.3
1,2016,"Syngenta","BESIEGE INSECTICIDE *","100-1402",4.72,NA,"lambda-cyhalothrin",1.97,"chlorantraniliprole",3.94,"0",NA,60.37,60.37
1,2016,"Syngenta","DUAL II MAGNUM *","100-818",0.47,NA,"s-metolachlor",3.6,"0",NA,"0",NA,3,3
1,2016,"Syngenta","DUAL II MAGNUM *","100-818",3.72,NA,"s-metolachlor",28.4,"0",NA,"0",NA,59.51,59.51
1,2016,"Syngenta","FORCE 3G INSECTICIDE *","100-1075",NA,7.8,"tefluthrin",0.23,"0",NA,"0",NA,1.56,1.56
1,2016,"Syngenta","LORSBAN ADVANCED*","62719-591",13.46,NA,"chlorpyrifos",50.54,"0",NA,"0",NA,53.83,53.83
1,2016,"Syngenta","LUMAX EZ HERBICIDE *","100-1442",3.23,NA,"s-metolachlor",8.04,"atrazine",3.02,"mesotrine",0.8,4.3,4.3
1,2016,"Syngenta","MUSTANG INSECTICIDE *","279-3126",1.27,NA,"zeta-cypermethrin",1.9,"0",NA,"0",NA,40.59,40.59
1,2016,"Syngenta","PERMETHRIN *","34704-873",2.62,NA,"permethrin",8.4,"0",NA,"0",NA,55.83,55.83
1,2016,"Syngenta","WARRIOR II WITH ZEON TECHNOLOGY *","100-1295",0.72,NA,"lambda-cyhalothrin",1.5,"0",NA,"0",NA,57.83,57.83
1,2016,"DuPont Pioneer","DUPONT CORAGEN INSECT CONTROL*","352-729",0.52,NA,"chlorantraniliprole",0.87,"0",NA,"0",NA,16.66,16.66
1,2016,"DuPont Pioneer","DUAL II MAGNUM *","100-818",0.63,NA,"s-metolachlor",4.8,"0",NA,"0",NA,2.51,2.51
1,2016,"DuPont Pioneer","GRAMOXONE SL 2.0 *","100-1431",1.14,NA,"paraquat dichloride",2.28,"0",NA,"0",NA,4.57,4.57
1,2016,"Dow AgroSciences","DU PONT ASANA XL INSECTICIDE *","352-515",5.8,NA,"esfenvalerate",3.8,"0",NA,"0",NA,82.1,79.7
1,2016,"Dow AgroSciences","ATRAZINE 4L HERBICIDE *","34704-69",2.1,NA,"atrazine",8.4,"0",NA,"0",NA,8.4,8.4
1,2016,"Dow AgroSciences","BAYTHROID XL *","264-840",1.7,NA,"β-cyfluthrin",1.7,"0",NA,"0",NA,79.5,67.8
1,2016,"Dow AgroSciences","COBALT ADVANCED *","62719-615",1.4,NA,"chlorpyrifos",3.4,"lambda-cyhalothrin",0.2,"0",NA,5,5
1,2016,"Dow AgroSciences","DUPONT CORAGEN INSECT CONTROL*","352-729",5.2,NA,"chlorantraniliprole",8.8,"0",NA,"0",NA,138,133.3
1,2016,"Dow AgroSciences","DU PONT LANNATE LV INSECTICIDE *","352-384",1,NA,"methomyl",2.3,"0",NA,"0",NA,6.2,6.2
1,2016,"Dow AgroSciences","LORSBAN ADVANCED*","62719-591",5.8,NA,"chlorpyrifos",21.6,"0",NA,"0",NA,23,20.5
1,2016,"Dow AgroSciences","PERMETHRIN *","34704-873",2.3,NA,"permethrin",7.5,"0",NA,"0",NA,36.4,36.4
1,2016,"Dow AgroSciences","WARRIOR II WITH ZEON TECHNOLOGY *","100-1295",0.5,NA,"lambda-cyhalothrin",1,"0",NA,"0",NA,41.2,41.2
1,2016,"Kaua'i Coffee Co. LLC","none","",0,0,"",0,"",0,"",NA,0,0
